# mrk;kap;num;dos
skrib.en0i.MAT;enskribi;3;NULL
skrib.en0i.registri;enskribi;2;NULL
skrib.en0igxi;enskribiĝi;;NULL
skrib.en0igxi.KOMUNE;enskribiĝi;;NULL
skrib.en0ita;enskribita;;NULL
skrib.en0ita.encirklosfero;enskribita;1;NULL
skrib.en0ita.enkonusocilindro;enskribita;3;NULL
skrib.en0ita.enplurlateropluredro;enskribita;2;NULL
skrib.mis0i;misskribi;;NULL
skrib.plugo0o;plugoskribo;;NULL
skrib.post0o;postskribo;;NULL
skript.0o;skripto;;NULL
skrofo.0ulo;skrofolulo;;NULL
skrupu.0a;skrupula;;NULL
skrupu.0a.PSI;skrupula;;NULL
skrupu.0i;skrupuli;;NULL
skrupu.0i.KOMUNE;skrupuli;;NULL
skrupu.sen0a;senskrupula;;NULL
skrupu.sen0a.PSI;senskrupula;;NULL
sku.0ege;skuege;;NULL
sku.0ege.KOMUNE;skuege;;NULL
sku.0i;skui;;NULL
sku.0i.FIG;skui;3;NULL
sku.0igxi;skuiĝi;;NULL
sku.0igxi.KOMUNE;skuiĝi;;NULL
sku.anim0a;animskua;;NULL
sku.anim0a.PSI;animskua;;NULL
sku.ek0i;ekskui;;NULL
sku.ek0i.KOMUNE;ekskui;;NULL
sku.sen0e;senskue;;NULL
sku.sen0e.KOMUNE;senskue;;NULL
skulpt.0ajxo;skulptaĵo;;NULL
skulpt.0ajxo.BELA;skulptaĵo;;NULL
skulpt.0isto;skulptisto;;NULL
skulpt.0isto.BELA;skulptisto;;NULL
skulpt.S0isto;Skulptisto;;NULL
skulpt.S0isto.AST;Skulptisto;;NULL
skulptur.0o;skulpturo;;NULL
skuril.0a;skurila;;NULL
skuril.0a.strangeta;skurila;;NULL
skut.elektro0ilo;elektroskutilo;;NULL
skut.elektro0ilo;elektra skutilo;;NULL
skut.elektro0ilo.SPO;elektroskutilo;;NULL
skut.elektro0ilo.SPO;elektra skutilo;;NULL
skval.0o;skvalo;;NULL
skvar.0o;skvaro;;NULL
skvar.0o.HOR;skvaro;;NULL
slang.0ajxo;slangaĵo;;NULL
slang.0i;slangi;;NULL
slav.0ismo;slavismo;;NULL
slavon.0a;slavona;;NULL
slavon.0ajxo;slavonaĵo;;NULL
slavon.0igxo;slavoniĝo;;NULL
sled.motor0o;motorsledo;;NULL
sled.motor0o.TRA;motorsledo;;NULL
slip.0aro;sliparo;;NULL
slovak.S0ujo;Slovakujo;;NULL
slovaki.S0o;Slovakio;;NULL
slovaki.S0o.GEOG;Slovakio;;NULL
sloven.S0ujo;Slovenujo;;NULL
snob.0a;snoba;;NULL
snob.0i;snobi;;NULL
snob.0i.KOMUNE;snobi;;NULL
snob.0ismo;snobismo;;NULL
snob.0ismo.KOMUNE;snobismo;;NULL
snuf.0;snuf;;NULL
snuf.0.SON;snuf;;NULL
snuf.0egi;snufegi;;NULL
snuf.0egi.SON;snufegi;;NULL
snuf.0i;snufi;;NULL
snuf.0i.elspire;snufi;2;NULL
sob.0;sob;;NULL
sob.0.malsupren;sob;;NULL
sob.0_;sob-;;NULL
sobr.mal0a;malsobra;;uv_S
sobr.mal0a;malsobra;;akkor_fr
sobr.mal0a;malsobra;;akkor_de
soci.0emo;sociemo;;NULL
soci.0emo.PSI;sociemo;;NULL
soci.en0igxo;ensociiĝo;;NULL
soci.en0igxo.POL;ensociiĝo;;NULL
soci.kontraux0ulo;kontraŭsociulo;;NULL
soci.kontraux0ulo.MOD;kontraŭsociulo;;NULL
societ.0a;societa;;NULL
societ.0ano;societano;;NULL
societ.0ema;societema;;NULL
societ.0ema.KOMUNE;societema;1;NULL
societ.0ema.nombro;societema;2;NULL
societ.0o;societo;;NULL
societ.0o.JUR;societo;3;NULL
societ.0o.medio;societo;2;NULL
societ.0o.socio;societo;4;NULL
societ.0umi;societumi;;NULL
societ.0umi.KOMUNE;societumi;;NULL
societ.akci0o;akcia societo;;NULL
societ.mal0ema;malsocietema;;NULL
societ.mal0ema.PSI;malsocietema;;NULL
societ.sekreta0o;sekreta societo;;NULL
societ.sekreta0o.KOMUNE;sekreta societo;;NULL
sociolekt.0o;sociolekto;;NULL
sociolekt.0o.LIN;sociolekto;;NULL
socionik.0isto;socionikisto;;NULL
socionik.0isto.PSI;socionikisto;;NULL
socionik.0o;socioniko;;NULL
socionik.0o.PSI;socioniko;;NULL
sod.0o;sodo;;NULL
sodom.0o;Sodomo;;NULL
sofi.0njo;Sofinjo;;NULL
sofi.0njo;Sonjo;;NULL
sofi.0o;Sofio;;ekz_38
sofokl.0o;Sofoklo;;NULL
sofokl.0o.PERS;Sofoklo;;NULL
sofor.0o;soforo;;NULL
sofor.0o.BOT;soforo;;NULL
sofrolog.0o;sofrologo;;NULL
sofrolog.0o.MED;sofrologo;;NULL
sofrologi.0isto;sofrologiisto;;NULL
sofrologi.0isto.MED;sofrologiisto;;NULL
sofrologi.0o;sofrologio;;NULL
sofrologi.0o.MED;sofrologio;;NULL
soif.0igi;soifigi;;NULL
soif.0igi.KUI;soifigi;;NULL
soif.0o;soifo;;NULL
soif.0o.FIG;soifo;2;NULL
soif.0o.KUI;soifo;1;NULL
soif.sen0igi;sensoifigi;;NULL
soif.sen0igi;malsoifigi;;NULL
soif.sen0igi.KUI;sensoifigi;;NULL
soif.sen0igi.KUI;malsoifigi;;NULL
soif.sen0igxi;sensoifiĝi;;NULL
soif.sen0igxi;malsoifiĝi;;NULL
soif.sen0igxi.KUI;sensoifiĝi;;NULL
soif.sen0igxi.KUI;malsoifiĝi;;NULL
soj.0o;sojo;;NULL
soj.0o.sauxco;sojo;2;NULL
sojl.0a;sojla;;NULL
sojl.0a.KON;sojla;1;NULL
sojl.0a.SCI;sojla;2;NULL
sojl.0ede;sojle de;;NULL
sojl.0ede;ĉe la sojlo de;;NULL
sojl.0ede.KOMUNE;sojle de;;NULL
sojl.0ede.KOMUNE;ĉe la sojlo de;;NULL
sojl.0o;sojlo;;NULL
sol.00a;solsola;;NULL
sol.00a.KOMUNE;solsola;;NULL
sol.0o;solo;;NULL
sol.0o.KOMUNE;solo;1;NULL
sol.0o.MUZ;solo;2;NULL
sold.0o;soldo;;oa_2
soldat.duaklasa0o;duaklasa soldato;;NULL
soldat.fajro0o;fajrosoldato;;NULL
soldat.stana_0o;stana soldato;;NULL
soldat.stana_0o;stansoldato;;NULL
soleed.0oj;soleedoj;;NULL
soleed.0oj.SNC;soleedoj;;NULL
solen.0eco;soleneco;;NULL
solen.0eco.MOR;soleneco;;NULL
solen.0ejo;solenejo;;NULL
solen.0ejo.ARKI;solenejo;;NULL
solen.0i;soleni;;NULL
solen.0i.MOR;soleni;;NULL
solfegx.0o;solfeĝo;;NULL
solfegx.0o.MUZ;solfeĝo;;NULL
solid.0eco;solideco;;NULL
solid.0eco.kvalito;solideco;;NULL
solid.0igi;solidigi;;NULL
solid.0igi.firmigi;solidigi;;NULL
solid.0igxi;solidiĝi;;NULL
solid.0igxi.firmigxi;solidiĝi;;NULL
solid.0o;solido;;NULL
solid.0o.FIZ;solido;1;NULL
solid.0o.geometrio;solido;3;NULL
solid.0o.kinematiko;solido;2;NULL
solid.platona0o;platona solido;;NULL
solid.platona0o.MAT;platona solido;;NULL
solida.0o;solidaro;;NULL
solida.0o;solidareco;;NULL
solida.0o.JUR;solidaro;1;NULL
solida.0o.JUR;solidareco;1;NULL
solida.0o.KOMUNE;solidaro;2;NULL
solida.0o.KOMUNE;solidareco;2;NULL
solipsism.0o;solipsismo;;NULL
solipsism.0o.FIL;solipsismo;;NULL
solipsist.0o;solipsisto;;NULL
solipsist.0o.FIL;solipsisto;;NULL
solon.0o;Solono;;NULL
solsti.0a;solstica;;NULL
solutre.0o;Solutreo;;NULL
solutre.0o.PRA;Solutreo;;NULL
solv.0ado;solvado;;NULL
solv.0ado.KEM;solvado;2;NULL
solv.0ado.intelekta;solvado;1;NULL
solv.0ajxo;solvaĵo;;NULL
solv.0anto;solvanto;;NULL
solv.0anto.KEM;solvanto;2;NULL
solv.0anto.iu;solvanto;1;NULL
solv.0igxi;solviĝi;;NULL
solv.0ilo;solvilo;;NULL
solv.0o;solvo;;NULL
solv.0o.KEM;solvo;3;NULL
solv.0o.KOMUNE;solvo;1;NULL
solv.0o.ago;solvo;2;NULL
solv.de0igxi;desolviĝi;;NULL
solv.dis0i;dissolvi;;NULL
solv.dis0i.POL;dissolvi;2;NULL
solv.dis0i.malaperigi;dissolvi;1;NULL
solv.dis0igxi;dissolviĝi;;NULL
solv.sen0a;sensolva;;NULL
solv.sen0a.KOMUNE;sensolva;;NULL
somateri.0o;somaterio;;NULL
somateri.0o.ZOO;somaterio;;NULL
somer.0a;somera;;NULL
somer.0a.KAL;somera;;NULL
somer.0umejo;somerumejo;;NULL
somer.0umejo.TUR;somerumejo;;NULL
somer.0umi;somerumi;;NULL
somer.0umi.TUR;somerumi;;NULL
somnam.0i;somnambuli;;NULL
somnam.0i.MED;somnambuli;;NULL
somnol.0i;somnoli;;NULL
somnol.0i.KOMUNE;somnoli;;NULL
somnol.0o;somnolo;;NULL
somnol.0o.KOMUNE;somnolo;;NULL
son.0anto;sonanto;;NULL
son.0anto.sonoranto;sonanto;2;NULL
son.0igi;sonigi;;NULL
son.0igi.KOMUNE;sonigi;;NULL
son.bon0a;bonsona;;NULL
son.bon0a;belsona;;NULL
son.bon0a.SON;bonsona;;NULL
son.bon0a.SON;belsona;;NULL
son.for0i;forsoni;;NULL
son.for0i.SON;forsoni;;NULL
son.malbon0a;malbonsona;;NULL
son.malbon0a;malbelsona;;NULL
son.malbon0a.SON;malbonsona;;NULL
son.malbon0a.SON;malbelsona;;NULL
son.malbon0eco;malbonsoneco;;NULL
son.malbon0eco;malbelsoneco;;NULL
son.malbon0eco.SON;malbonsoneco;;NULL
son.malbon0eco.SON;malbelsoneco;;NULL
son.parol0o;parolsono;;NULL
son.parol0o.FON;parolsono;;NULL
son.post0i;postsoni;;NULL
son.post0i.MUZ;postsoni;;NULL
son.re0ado;resonado;;NULL
son.re0ilo;resonilo;;NULL
son.re0ilo.TEK;resonilo;;NULL
son.sen0eco;sensoneco;;NULL
son.sen0eco.SON;sensoneco;;NULL
son.super0i;supersoni;;NULL
son.super0i.SON;supersoni;;NULL
sond.0ajxo;sondaĵo;;NULL
sond.0ajxo.KOMUNE;sondaĵo;;NULL
sond.0i;sondi;;NULL
sond.0ilo;sondilo;;NULL
sond.0ilo.KOMUNE;sondilo;;NULL
sond.0o;sondo;;NULL
sond.0o.KOMUNE;sondo;;NULL
sond.ne0ebla;nesondebla;;NULL
sond.ne0ebla.KOMUNE;nesondebla;;NULL
sond.opini0o;opinisondo;;NULL
sond.opini0o.POL;opinisondo;;NULL
sonografi.0o;sonografio;;NULL
sonografi.0o.MED;sonografio;;NULL
sonor.0a;sonora;;NULL
sonor.0a.SON;sonora;;NULL
sonor.0anto;sonoranto;;NULL
sonor.0anto.FON;sonoranto;;NULL
sonor.0ilaro;sonorilaro;;NULL
sonor.0ilaro.MUZ;sonorilaro;;NULL
sonor.0ilego;sonorilego;;NULL
sonor.0ilego.KOMUNE;sonorilego;;NULL
sonor.0o;sonoro;;NULL
sonor.0o.FON;sonoro;2;NULL
sonor.0o.SON;sonoro;1;NULL
sopir.0o;sopiro;;NULL
sopir.am0o;amsopiro;;NULL
sopir.am0o.KOMUNE;amsopiro;;NULL
sopir.hejm0o;hejmsopiro;;NULL
sopir.hejm0o.PSI;hejmsopiro;;NULL
sopot.0o;Sopoto;;NULL
sopot.0o.banloko;Sopoto;;NULL
sopran.0a;soprana;;NULL
sopran.0ulo;sopranulo;;NULL
sor.0;sor;;NULL
sor.0.supren;sor;;NULL
sor.0_;sor-;;NULL
sorab.0a;soraba;;NULL
sorab.0o;sorabo;;NULL
sorab.0o.popolano;sorabo;;NULL
sorb.0a;sorba;;NULL
sorb.0a.KOMUNE;sorba;;NULL
sorb.0etadi;sorbetadi;;NULL
sorb.0etadi.KOMUNE;sorbetadi;;NULL
sorb.0i;sorbi;;ekz_34
sorb.0igi;sorbigi;;NULL
sorb.0igi.KOMUNE;sorbigi;;NULL
sorb.0ilo;sorbilo;;NULL
sorbon.0o;Sorbono;;NULL
sorbon.0o.universitato;Sorbono;;NULL
sorcx.0a;sorĉa;;NULL
sorcx.0ajxo;sorĉaĵo;;NULL
sorcx.0i;sorĉi;;NULL
sorcx.0isto;sorĉisto;;NULL
sorcx.0isto.MAG;sorĉisto;;NULL
sorcx.0o;sorĉo;;NULL
sorcx.0o.MAG;sorĉo;;NULL
sorcx.de0i;desorĉi;;NULL
sorcx.de0i.MAG;desorĉi;;NULL
sorcx.de0isto;desorĉisto;;NULL
sorcx.de0isto.MAG;desorĉisto;;NULL
sorcx.el0i;elsorĉi;;NULL
sorcx.el0i.MAG;elsorĉi;;NULL
sorcx.en0i;ensorĉi;;NULL
sorcx.en0i.MAG;ensorĉi;2;NULL
sorcx.en0i.en_ion;ensorĉi;1;NULL
sorcx.for0i;forsorĉi;;NULL
sorcx.for0i.MAG;forsorĉi;;NULL
sordid.0a;sordida;;NULL
sordid.0a.KOMUNE;sordida;;NULL
sordin.0o;sordino;;NULL
sordin.0o.MUZ;sordino;;NULL
soroban.0o;sorobano;;NULL
sort.bon0o;bonsorto;;NULL
sort.bon0o.KOMUNE;bonsorto;;NULL
sort.bon0ulo;bonsortulo;;NULL
sort.bon0ulo.KOMUNE;bonsortulo;;NULL
sort.malbon0o;malbonsorto;;NULL
sort.malbon0o.KOMUNE;malbonsorto;;NULL
sort.malbon0ulo;malbonsortulo;;NULL
sort.malbon0ulo.KOMUNE;malbonsortulo;;NULL
sort.sam0ulo;samsortulo;;NULL
sort.sam0ulo;samsortano;;NULL
sort.sam0ulo.KOMUNE;samsortulo;;NULL
sort.sam0ulo.KOMUNE;samsortano;;NULL
sovagx.0i;sovaĝi;;NULL
sovagx.0i.KOMUNE;sovaĝi;;NULL
sovagx.0ulo;sovaĝulo;;NULL
sovagx.0ulo.KOMUNE;sovaĝulo;;NULL
sovagx.mal0igi;malsovaĝigi;;NULL
sovagx.mal0igi.sentimigi;malsovaĝigi;1;NULL
sovagx.mal0igi.specion;malsovaĝigi;2;NULL
sovagx.mal0igo;malsovaĝigo;;NULL
sovagx.mal0igo.BIO;malsovaĝigo;;NULL
sovet.0a;soveta;;NULL
soveti.s0a;sovetia;;NULL
soveti.s0a.rilata;sovetia;;NULL
sovhxoz.0o;sovĥozo;;NULL
sovhxoz.0o.AGR;sovĥozo;;NULL
spac.0eto;spaceto;;NULL
spac.0eto.TIP;spaceto;;NULL
spac.afina0o;afina spaco;;NULL
spac.afinasub0o;afina subspaco;;NULL
spac.banahxa0o;banaĥa spaco;;NULL
spac.en0i;enspaci;;NULL
spac.en0i.enteni;enspaci;;NULL
spac.euxklida0o;eŭklida spaco;;NULL
spac.hermita0o;hermita spaco;;NULL
spac.hilberta0o;hilberta spaco;;NULL
spac.inter0o;interspaco;;NULL
spac.inter0o.KOMUNE;interspaco;;NULL
spac.labor0o;laborspaco;;NULL
spac.labor0o.KOMP;laborspaco;;NULL
spac.metrika0o;metrika spaco;;NULL
spac.mezurhava0o;mezurhava spaco;;NULL
spac.normohava0o;normohava spaco;;NULL
spac.normohava0o;normita spaco;;NULL
spac.probablo0o;probablospaco;;NULL
spac.topologia0o;topologia spaco;;NULL
spac.topologiasub0o;topologia subspaco;;NULL
spac.vektora0o;vektora spaco;;NULL
spac.vektora0o;vektorspaco;;NULL
spac.vektorasub0o;vektora subspaco;;NULL
spahi.0o;spahio;;NULL
spahi.0o.MIL;spahio;;NULL
spajr.0o;spajro;;NULL
spajr.0o.ARKI;spajro;;NULL
spalier.0o;spaliero;;NULL
spalier.0o.SPO;spaliero;;NULL
spalir.0e;spalire;;NULL
spalir.0e.FIG;spalire;;NULL
spalir.0o;spaliro;;NULL
spalir.0o.duvice;spaliro;3;NULL
spam.kontraux0ilo;kontraŭspamilo;;NULL
spam.kontraux0ilo;spamfiltrilo;;NULL
spam.kontraux0ilo.KOMP;kontraŭspamilo;;NULL
spam.kontraux0ilo.KOMP;spamfiltrilo;;NULL
span.0o;spano;;NULL
spaniel.0o;spanielo;;NULL
spaniel.0o.ZOO;spanielo;;NULL
spared.0oj;sparedoj;;NULL
spared.0oj.ZOO;sparedoj;;NULL
spark.0ilo;sparkilo;;NULL
spartak.0isto;Spartakisto;;NULL
spartak.0isto;Spartakano;;NULL
spartak.0o_Ligo;Spartako-Ligo;;NULL
spasm.0i;spasmi;;NULL
spasm.0i.MED;spasmi;;NULL
spec.hom0o;homspeco;;NULL
spec.hom0o.KOMUNE;homspeco;;NULL
spec.sam0ulo;samspeculo;;NULL
spec.sam0ulo.KOMUNE;samspeculo;;NULL
spec.super0o;superspeco;;NULL
spec.super0o;specaro;;NULL
spec.super0o.BIO;superspeco;;NULL
spec.super0o.BIO;specaro;;NULL
spec.tia0a;tiaspeca;;NULL
spec.tia0a.KOMUNE;tiaspeca;;NULL
spec.vorto0o;vortospeco;;NULL
spec.vorto0o.GRA;vortospeco;;NULL
speci.0ismo;speciismo;;NULL
speci.0ismo.POL;speciismo;;NULL
speci.invada0o;invada specio;;NULL
speci.invada0o.EKOL;invada specio;;NULL
speci.sub0o;subspecio;;NULL
speci.sub0o.BIO;subspecio;;NULL
specia.0igxo;specialiĝo;;NULL
specia.0igxo;specialo;;NULL
specif.0o;specifo;;NULL
specif.0o;specifaĵo;;NULL
specif.0o.TEK;specifo;1;NULL
specif.0o.TEK;specifaĵo;1;NULL
specif.0o.ajxo;specifo;2;NULL
specif.0o.ajxo;specifaĵo;2;NULL
specifik.0a;specifika;;NULL
specim.0aro;specimenaro;;NULL
spegul.0igxi;speguliĝi;;NULL
spegul.0igxi;speguli sin;;NULL
spekta.0a;spektakla;;NULL
spekta.0a.TEA;spektakla;1;NULL
spekta.0a.eventa;spektakla;2;NULL
spektator.0o;spektatoro;;NULL
spektator.0o.ARK;spektatoro;;NULL
spektrofotometri.0o;spektrofotometrio;;NULL
spektrofotometri.0o.FIZ;spektrofotometrio;;NULL
spektrogram.0o;spektrogramo;;NULL
spektrogram.0o.FIZ;spektrogramo;;NULL
spektrometr.0o;spektrometro;;NULL
spektrometr.0o.FIZ;spektrometro;;NULL
spektrometri.0o;spektrometrio;;NULL
spektrometri.0o.FIZ;spektrometrio;;NULL
spektroskop.0o;spektroskopo;;NULL
spektroskop.0o.TEK;spektroskopo;;NULL
spektroskopi.0o;spektroskopio;;NULL
spektroskopi.0o.FIZ;spektroskopio;;NULL
spekul1.0a;spekulacia;;NULL
spekul1.0a.rilata;spekulacia;;NULL
spekul1.0o;spekulacio;;NULL
spekul1.0o.EKON;spekulacio;;NULL
spert.0ajxo;spertaĵo;;NULL
spert.0i;sperti;;NULL
spert.0igxi;spertiĝi;;NULL
spert.0igxi.travivi;spertiĝi;2;NULL
spert.fak0a;faksperta;;NULL
spert.fak0a.KOMUNE;faksperta;;NULL
spert.mal0eco;malsperteco;;NULL
spert.mal0eco;sensperteco;;NULL
spert.mal0eco.KOMUNE;malsperteco;;NULL
spert.mal0eco.KOMUNE;sensperteco;;NULL
spes.0milo;spesmilo;;NULL
spes.0milo.EKON;spesmilo;;NULL
spez.0i;spezi;;NULL
spic.0a;spica;;NULL
spic.0a.FIG;spica;2;NULL
spic.0i;spici;;NULL
spic.0i.FIG;spici;2;NULL
spil.0ilo;spililo;;NULL
spil.0o;spilo;;NULL
spil.0o.ilo;spilo;2;NULL
spin.0o;spino;;NULL
spin.0o.FIG;spino;2;NULL
spin2.0momanto;spinmomanto;;NULL
spin2.0o;spino;;NULL
spin2.0o.momanto;spino;2;NULL
spin2.0o.nombro;spino;1;NULL
spinet.0o;spineto;;NULL
spir.0blovo;spirblovo;;NULL
spir.0blovo.FON;spirblovo;;NULL
spir.0kapta;spirkapta;;NULL
spir.0kapta;spirhaltiga;;NULL
spir.0kapta;spirretena;;NULL
spir.0kapta;spirraba;;NULL
spir.0kapta.FRAZ;spirkapta;;NULL
spir.0kapta.FRAZ;spirhaltiga;;NULL
spir.0kapta.FRAZ;spirretena;;NULL
spir.0kapta.FRAZ;spirraba;;NULL
spir.al0o;alspiro;;NULL
spir.al0o.FON;alspiro;;NULL
spir.el0i;elspiri;;NULL
spir.el0i.eligi;elspiri;2;NULL
spir.el0i.sentigi;elspiri;3;NULL
spir.gxem0i;ĝemspiri;;NULL
spir.gxem0i.SON;ĝemspiri;;NULL
spir.sen0igi;senspirigi;;NULL
spir.sen0igi.FIZL;senspirigi;;NULL
spir.sen0igxi;senspiriĝi;;NULL
spir.sen0igxi.FIZL;senspiriĝi;;NULL
spiral.0a;spirala;;NULL
spiral.0a.FORM;spirala;;NULL
spiral.0i;spirali;;NULL
spiral.0i.FORM;spirali;;NULL
spiral.0o;spiralo;;NULL
spiral.0o.KOMUNE;spiralo;2;NULL
spiral.0o.MAT;spiralo;1;NULL
spiral.arhximeda0o;arĥimeda spiralo;;NULL
spiral.hiperbola0o;hiperbola spiralo;;NULL
spiral.logaritma0o;logaritma spiralo;;NULL
spire.0o;spireo;;NULL
spire.0o.strikte;spireo;1;NULL
spire.0o.vaste;spireo;2;NULL
spiritual.0a;spirituala;;NULL
spiritual.0a.FIL;spirituala;;NULL
spirohxet.0o;spiroĥeto;;NULL
spirohxet.0o;spiroketo;;NULL
spirohxet.0o.BAK;spiroĥeto;;NULL
spirohxet.0o.BAK;spiroketo;;NULL
spit.0de;spite de;;NULL
spit.0de.KOMUNE;spite de;;NULL
spit.0eke;spite ke;;NULL
spit.0eke;spite al tio ke;;NULL
spit.0eke.KOMUNE;spite ke;;NULL
spit.0eke.KOMUNE;spite al tio ke;;NULL
spit.0o;spito;;NULL
splend.0a;splenda;;NULL
splint.0i;splinti;;NULL
splint.0i.MED;splinti;;NULL
splint.0o;splinto;;NULL
splint.0o.MED;splinto;;NULL
spong.0o;spongo;;NULL
spong.0o.ilo;spongo;3;NULL
spong.0o.spongulo;spongo;2;NULL
spong.0uloj;sponguloj;;NULL
sponsor.0i;sponsori;;NULL
sponsor.0i.mecenati;sponsori;;NULL
sport.0ejo;sportejo;;NULL
sport.0ejo.SPO;sportejo;;NULL
sport.0i;sporti;;NULL
sport.0i;sportumi;;NULL
sport.0i.SPO;sporti;;NULL
sport.0i.SPO;sportumi;;NULL
sport.0isto;sportisto;;NULL
sport.0isto.SPO;sportisto;;NULL
sport.vintra_0o;vintra sporto;;NULL
sport.vintra_0o;neĝglacia sporto;;NULL
sport.vintra_0o.SPO;vintra sporto;;NULL
sport.vintra_0o.SPO;neĝglacia sporto;;NULL
sprit.0o;sprito;;NULL
sprit.0ulo;spritulo;;NULL
sprit.0ulo.PSI;spritulo;;NULL
sprit.mal0ulo;malspritulo;;NULL
sprit.mal0ulo.PSI;malspritulo;;NULL
sprit.sen0ulo;senspritulo;;NULL
sprit.sen0ulo.PSI;senspritulo;;NULL
spron.kavalir0o;kavalirsprono;;NULL
spron.kavalir0o;alaŭdosprono;;NULL
spron.kavalir0o.BOT;kavalirsprono;;NULL
spron.kavalir0o.BOT;alaŭdosprono;;NULL
spros.0o;sproso;;NULL
spros.0o.BOT;sproso;;NULL
spur.0o;spuro;;oa_8
spur.0o.matrico;spuro;2;oa_8
sputnik.0a;sputnika;;NULL
sputnik.0o;sputniko;;NULL
sss.0;sss;;NULL
sss.0.SON;sss;;NULL
stab.0ano;stabano;;NULL
stab.0ano.membro;stabano;;NULL
stabil.0igilo;stabiligilo;;NULL
stabil.0igilo.SHI;stabiligilo;;NULL
stabl.0o;stablo;;NULL
stabl.0o.TEK;stablo;2;NULL
stabl.cxen0o;ĉenstablo;;NULL
stabl.cxen0o.MAS;ĉenstablo;;NULL
staci.0o;stacio;;NULL
staci.0o.KOMUNE;stacio;1;NULL
staci.0o.TEK;stacio;2;NULL
staci.akvo0o;akvostacio;;NULL
staci.akvo0o.AKV;akvostacio;;NULL
staci.akvopuriga_0o;akvopuriga stacio;;NULL
staci.akvopuriga_0o.AKV;akvopuriga stacio;;NULL
staci.bus0o;busstacio;;NULL
staci.bus0o;aŭtobusstacio;;NULL
staci.bus0o;busa stacio;;NULL
staci.bus0o;aŭtobusa stacio;;NULL
staci.bus0o.TRA;busstacio;;NULL
staci.bus0o.TRA;aŭtobusstacio;;NULL
staci.bus0o.TRA;busa stacio;;NULL
staci.bus0o.TRA;aŭtobusa stacio;;NULL
staci.elektro0o;elektrostacio;;NULL
staci.elektro0o;elektra stacio;;NULL
staci.elektro0o.TEK;elektrostacio;;NULL
staci.elektro0o.TEK;elektra stacio;;NULL
staci.kosmo0o;kosmostacio;;NULL
staci.kosmo0o;kosma stacio;;NULL
staci.kosmo0o.AVI;kosmostacio;;NULL
staci.kosmo0o.AVI;kosma stacio;;NULL
staci.metro0o;metrostacio;;NULL
staci.metro0o;metroa stacio;;NULL
staci.metro0o.TRA;metrostacio;;NULL
staci.metro0o.TRA;metroa stacio;;NULL
staci.posxto0o;poŝtostacio;;NULL
staci.posxto0o.POSX;poŝtostacio;;NULL
staci.radi0o;radistacio;;NULL
staci.radi0o;radiostacio;;NULL
staci.radi0o.TEK;radistacio;;NULL
staci.radi0o.TEK;radiostacio;;NULL
staci.televid0o;televidstacio;;NULL
staci.televid0o.TEK;televidstacio;;NULL
stadi.0o;stadio;;NULL
stadium.0o;stadiumo;;NULL
stadium.0o.SPO;stadiumo;;NULL
stafet.0ano;stafetano;;NULL
stafet.0bastono;stafetbastono;;NULL
stafet.0isto;stafetisto;;NULL
stafet.0o;stafeto;;NULL
stafet.0o.teamo;stafeto;2;NULL
stafilokok.0o;stafilokoko;;NULL
stafilokok.0o.BAK;stafilokoko;;NULL
stagn.0a;stagna;;NULL
stagn.0a.FIG;stagna;2;NULL
stagn.0a.FIZ;stagna;1;NULL
stagn.0i;stagni;;oa_9
stagx.0i;staĝi;;NULL
stagx.0i.laboreje;staĝi;1;NULL
stagx.0i.lerneje;staĝi;2;NULL
stagx.0o;staĝo;;NULL
stagx.0o.laboreja;staĝo;1;NULL
stagx.0o.lerneja;staĝo;2;NULL
staj.0o;stajo;;NULL
staj.0o.SHI;stajo;;NULL
stak.0o;stako;;NULL
stakat.0e;stakate;;NULL
stakat.0o;stakato;;NULL
stakt.0o;stakto;;NULL
stal.0ejo;stalejo;;NULL
stal.en0igi;enstaligi;;NULL
stal.en0igi.AGR;enstaligi;;NULL
stalin.0o;Stalino;;NULL
stalin.0o.josefo;Stalino;;NULL
stam.0o;stamo;;NULL
stam.0o.BAK;stamo;1;NULL
stam.0o.GRA;stamo;2;NULL
stamf.0ado;stamfado;;NULL
stamp.0ilo;stampilo;;NULL
stamp.0ilo.TEK;stampilo;;NULL
stamp.0o;stampo;;NULL
stan.0i;stani;;uv_S
stan.0isto;stanisto;;NULL
stanc.0o;stanco;;NULL
stang.flag0o;flagstango;;NULL
stang.flag0o;flagostango;;NULL
stang.flag0o.KOMUNE;flagstango;;NULL
stang.flag0o.KOMUNE;flagostango;;NULL
stang.lev0o;levstango;;NULL
stang.lev0o.TEK;levstango;;NULL
stang.rosto0o;rostostango;;NULL
stang.rosto0o.KUI;rostostango;;NULL
stang.sxargo0o;ŝargostango;;NULL
stang.sxargo0o.MIL;ŝargostango;;NULL
stang.vel0o;velstango;;NULL
stang.vel0o.MAR;velstango;;NULL
stanislav.0o;Stanislavo;;NULL
stanislav.0o.NOM;Stanislavo;;NULL
stapl.0i;stapli;;NULL
stapl.0i.FORM;stapli;;NULL
star.0ema;starema;;NULL
star.0ema.firma;starema;;NULL
star.0igi;starigi;;NULL
star.0igi.fondi;starigi;3;NULL
star.0igi.komisii;starigi;4;NULL
star.0igi.meti;starigi;2;NULL
star.0igi.vertikala;starigi;1;NULL
star.0igxi;stariĝi;;NULL
